clan_id,ime,prezime,pol,datum_rodjenja,email,datum_uclanjenja
15263,Ivana,Pavlović,Ž,1990-10-26,clan-15263@seds.data,2016-06-25
15264,Milan,Marković,N,1970-10-06,clan-15264@seds.data,2016-04-25
15265,Tamara,Ilić,Ž,1998-05-30,clan-15265@seds.data,2017-08-29
15266,Tamara,Jovanović,Ž,1998-11-05,clan-15266@seds.data,2017-06-30
15268,Milica,Ilić,Ž,1980-01-24,clan-15268@seds.data,2016-05-20
15269,Ivana,Ilić,Ž,1990-05-08,clan-15269@seds.data,2016-04-21
15270,Milica,Petrović,Ž,1980-05-04,clan-15270@seds.data,2018-10-03
15271,Ivana,Stojanović,Ž,1960-04-13,clan-15271@seds.data,2017-05-01
15272,Milica,Nikolić,Ž,1990-05-22,clan-15272@seds.data,2017-12-04
15274,Tamara,Marković,Ž,1970-06-26,clan-15274@seds.data,2016-12-11
15275,Ana,Nikolić,Ž,1961-01-04,clan-15275@seds.data,2016-06-10
15276,Marko,Jovanović,M,1990-03-30,clan-15276@seds.data,2017-11-01
15277,Ivana,Ilić,Ž,1970-06-15,clan-15277@seds.data,2017-02-24
15278,Marija,Nikolić,Ž,1998-11-05,clan-15278@seds.data,2017-05-11
15279,Ana,Ilić,Ž,1998-03-09,clan-15279@seds.data,2017-08-28
15280,Milan,Petrović,M,1951-07-24,clan-15280@seds.data,2019-09-02
15281,Ivana,Stojanović,Ž,1998-05-10,clan-15281@seds.data,2017-02-08
15282,Jelena,Ilić,N,1970-07-27,clan-15282@seds.data,2018-08-17
15283,Aleksandar,Marković,M,1980-06-28,clan-15283@seds.data,2016-12-17
15284,Jelena,Pavlović,Ž,1951-03-05,clan-15284@seds.data,2017-05-12
15285,Marko,Stojanović,M,1970-04-04,clan-15285@seds.data,2016-11-02
15286,Ivana,Petrović,Ž,1990-08-09,clan-15286@seds.data,2016-06-20
15287,Nikola,Marković,M,1998-11-01,clan-15287@seds.data,2017-12-23
15288,Milan,Nikolić,M,1980-07-30,clan-15288@seds.data,2017-01-02
15289,Tamara,Pavlović,Ž,1970-06-10,clan-15289@seds.data,2016-08-07
15290,Jelena,Petrović,Ž,1998-02-26,clan-15290@seds.data,2017-10-26
15291,Nikola,Nikolić,M,1960-05-06,clan-15291@seds.data,2016-07-03
15292,Marija,Nikolić,Ž,1990-04-02,clan-15292@seds.data,2016-06-05
15293,Aleksandar,Jovanović,M,1998-07-10,clan-15293@seds.data,2017-01-23
15294,Nikola,Jovanović,M,1951-08-27,clan-15294@seds.data,2017-09-09
15295,Luka,Petrović,M,1951-03-23,clan-15295@seds.data,2017-01-20
15296,Nikola,Ilić,M,1998-12-12,clan-15296@seds.data,2017-08-28
15297,Milan,Stojanović,M,1998-11-21,clan-15297@seds.data,2016-06-22
15298,Marko,Jovanović,M,1998-07-25,clan-15298@seds.data,2016-05-05
15299,Ana,Pavlović,Ž,1980-12-06,clan-15299@seds.data,2016-05-28
15300,Ana,Marković,Ž,1970-12-04,clan-15300@seds.data,2016-07-27
15301,Milica,Jovanović,Ž,1970-06-05,clan-15301@seds.data,2017-10-28
15302,Milan,Jovanović,M,1980-06-18,clan-15302@seds.data,2017-10-09
15303,Stefan,Marković,M,1998-05-19,clan-15303@seds.data,2018-07-04
15304,Tamara,Nikolić,Ž,1998-02-26,clan-15304@seds.data,2017-07-07
15305,Milan,Pavlović,N,1990-07-25,clan-15305@seds.data,2016-08-03
15307,Jelena,Nikolić,Ž,1960-02-09,clan-15307@seds.data,2016-11-22
15308,Ana,Jovanović,Ž,1998-01-09,clan-15308@seds.data,2016-09-21
15309,Milan,Jovanović,M,1998-11-04,clan-15309@seds.data,2017-03-13
15310,Ivana,Marković,Ž,1990-05-06,clan-15310@seds.data,2017-04-15
15311,Jelena,Ilić,Ž,1960-02-07,clan-15311@seds.data,2017-03-26
15312,Ivana,Jovanović,Ž,1998-09-24,clan-15312@seds.data,2017-07-14
15313,Ana,Pavlović,Ž,1990-07-29,clan-15313@seds.data,2018-11-11
15314,Stefan,Jovanović,M,1951-07-15,clan-15314@seds.data,2017-05-24
15315,Milica,Marković,Ž,1998-08-23,clan-15315@seds.data,2017-09-15
15316,Luka,Pavlović,M,1998-07-08,clan-15316@seds.data,2017-05-27
15317,Aleksandar,Petrović,M,1998-09-04,clan-15317@seds.data,2016-10-05
15318,Aleksandar,Marković,M,1980-03-11,clan-15318@seds.data,2017-11-14
15319,Nikola,Petrović,M,1990-12-25,clan-15319@seds.data,2017-07-10
15320,Aleksandar,Stojanović,M,1998-09-28,clan-15320@seds.data,2017-11-04
15322,Ivana,Pavlović,Ž,1998-08-06,clan-15322@seds.data,2017-04-20
15323,Jelena,Petrović,Ž,1998-12-14,clan-15323@seds.data,2017-02-14
15324,Ana,Jovanović,Ž,1998-05-17,clan-15324@seds.data,2017-10-12
15325,Stefan,Marković,M,1951-10-21,clan-15325@seds.data,2017-06-11
15326,Tamara,Nikolić,Ž,1998-01-14,clan-15326@seds.data,2017-09-14
15327,Milica,Pavlović,Ž,1998-01-07,clan-15327@seds.data,2017-08-02
15328,Marko,Petrović,M,1960-08-29,clan-15328@seds.data,2018-08-23
15329,Milica,Nikolić,Ž,1960-10-04,clan-15329@seds.data,2017-07-29
15330,Tamara,Nikolić,Ž,1998-04-23,clan-15330@seds.data,2016-09-22
15332,Stefan,Pavlović,N,1990-10-30,clan-15332@seds.data,2017-11-19
15333,Jelena,Petrović,Ž,1990-09-06,clan-15333@seds.data,2017-06-02
15335,Stefan,Petrović,M,1998-03-08,clan-15335@seds.data,2016-10-20
15336,Ivana,Jovanović,Ž,1998-03-25,clan-15336@seds.data,2017-09-27
15337,Luka,Stojanović,M,1998-01-28,clan-15337@seds.data,2016-10-09
15338,Ana,Petrović,Ž,1990-07-03,clan-15338@seds.data,2016-04-24
15339,Milica,Nikolić,Ž,1990-01-18,clan-15339@seds.data,2017-05-30
15341,Milan,Pavlović,M,1980-06-24,clan-15341@seds.data,2016-05-13
15343,Tamara,Marković,Ž,1990-12-26,clan-15343@seds.data,2016-12-09
15344,Jelena,Marković,Ž,1980-12-16,clan-15344@seds.data,2017-12-05
15345,Jelena,Petrović,Ž,1960-01-31,clan-15345@seds.data,2017-01-30
15346,Stefan,Ilić,M,1998-03-30,clan-15346@seds.data,2016-07-28
15347,Milica,Jovanović,Ž,1990-09-30,clan-15347@seds.data,2017-07-03
15348,Ivana,Petrović,Ž,1998-06-24,clan-15348@seds.data,2017-06-09
15349,Ivana,Pavlović,Ž,1998-04-03,clan-15349@seds.data,2017-10-07
15350,Marko,Ilić,M,1998-11-13,clan-15350@seds.data,2016-06-08
15351,Ivana,Marković,Ž,1980-12-11,clan-15351@seds.data,2018-05-05
15352,Ivana,Jovanović,Ž,1998-06-03,clan-15352@seds.data,2019-07-16
15354,Stefan,Pavlović,M,1990-05-11,clan-15354@seds.data,2016-09-06
15355,Milan,Nikolić,M,1990-01-14,clan-15355@seds.data,2017-04-16
15356,Ivana,Ilić,Ž,1990-12-24,clan-15356@seds.data,2019-06-17
15357,Aleksandar,Marković,M,1960-11-10,clan-15357@seds.data,2018-05-31
15358,Marija,Ilić,Ž,1960-12-21,clan-15358@seds.data,2016-10-14
15359,Ana,Ilić,Ž,1960-03-21,clan-15359@seds.data,2016-10-24
15360,Jelena,Marković,Ž,1990-06-07,clan-15360@seds.data,2017-01-12
15362,Jelena,Petrović,Ž,1998-05-16,clan-15362@seds.data,2017-06-14
15363,Milica,Pavlović,Ž,1998-02-28,clan-15363@seds.data,2017-06-10
15364,Stefan,Stojanović,M,1998-12-15,clan-15364@seds.data,2017-05-06
15365,Aleksandar,Pavlović,M,1998-07-18,clan-15365@seds.data,2016-10-20
15366,Jelena,Nikolić,Ž,1998-03-09,clan-15366@seds.data,2016-11-03
15367,Nikola,Marković,M,1951-02-18,clan-15367@seds.data,2018-07-01
15368,Jelena,Jovanović,Ž,1998-07-14,clan-15368@seds.data,2017-11-03
15369,Aleksandar,Pavlović,N,1980-06-22,clan-15369@seds.data,2018-01-22
15370,Marija,Nikolić,Ž,1999-01-01,clan-15370@seds.data,2017-03-03
15371,Ivana,Stojanović,Ž,1998-07-26,clan-15371@seds.data,2016-09-08
15373,Ivana,Nikolić,Ž,1998-11-18,clan-15373@seds.data,2018-03-01
15374,Ivana,Marković,Ž,1960-05-04,clan-15374@seds.data,2017-03-01
15375,Milan,Stojanović,N,1998-02-22,clan-15375@seds.data,2016-10-20
15377,Stefan,Nikolić,M,1970-12-13,clan-15377@seds.data,2017-03-08
15378,Tamara,Ilić,Ž,1990-09-13,clan-15378@seds.data,2016-04-02
15379,Luka,Jovanović,M,1960-09-24,clan-15379@seds.data,2018-01-13
15380,Luka,Ilić,M,1990-10-27,clan-15380@seds.data,2016-11-05
15381,Ana,Ilić,Ž,1970-06-01,clan-15381@seds.data,2017-10-16
15382,Luka,Ilić,M,1998-03-06,clan-15382@seds.data,2017-12-04
15383,Milica,Jovanović,Ž,1970-04-25,clan-15383@seds.data,2016-08-02
15384,Marija,Jovanović,Ž,1990-05-28,clan-15384@seds.data,2016-11-08
15385,Ana,Nikolić,Ž,1990-09-28,clan-15385@seds.data,2017-11-22
15386,Tamara,Ilić,Ž,1998-04-07,clan-15386@seds.data,2017-09-17
15387,Jelena,Pavlović,Ž,1990-01-14,clan-15387@seds.data,2018-04-09
15388,Aleksandar,Nikolić,M,1990-08-07,clan-15388@seds.data,2017-09-02
15389,Nikola,Jovanović,M,1998-06-15,clan-15389@seds.data,2017-11-09
15391,Marija,Petrović,Ž,1980-06-03,clan-15391@seds.data,2017-03-22
15392,Marija,Stojanović,Ž,1951-01-21,clan-15392@seds.data,2018-02-17
15393,Tamara,Ilić,Ž,1998-10-13,clan-15393@seds.data,2016-08-30
15394,Jelena,Marković,Ž,1980-09-22,clan-15394@seds.data,2018-03-23
15395,Tamara,Stojanović,Ž,1951-03-21,clan-15395@seds.data,2016-02-04
15396,Ivana,Pavlović,Ž,1990-10-21,clan-15396@seds.data,2017-06-25
15397,Ivana,Ilić,Ž,1990-06-14,clan-15397@seds.data,2016-05-17
15398,Luka,Nikolić,M,1960-03-26,clan-15398@seds.data,2016-09-17
15399,Milica,Jovanović,Ž,1998-09-27,clan-15399@seds.data,2018-09-10
15401,Jelena,Nikolić,Ž,1990-12-19,clan-15401@seds.data,2016-04-23
15402,Ana,Jovanović,Ž,1990-11-27,clan-15402@seds.data,2016-12-15
15403,Tamara,Petrović,Ž,1980-03-14,clan-15403@seds.data,2017-05-03
15404,Marija,Petrović,Ž,1998-08-15,clan-15404@seds.data,2016-10-11
15405,Tamara,Nikolić,Ž,1998-02-27,clan-15405@seds.data,2016-05-27
15406,Jelena,Marković,Ž,1998-07-04,clan-15406@seds.data,2017-01-04
15407,Aleksandar,Nikolić,M,1960-05-02,clan-15407@seds.data,2016-05-31
15408,Ivana,Pavlović,Ž,1980-09-19,clan-15408@seds.data,2017-12-13
15409,Ana,Pavlović,Ž,1998-02-21,clan-15409@seds.data,2016-06-01
15410,Ana,Jovanović,Ž,1960-03-23,clan-15410@seds.data,2017-03-01
15411,Ana,Petrović,Ž,1960-07-22,clan-15411@seds.data,2017-12-29
15412,Milan,Pavlović,M,1960-11-25,clan-15412@seds.data,2018-01-02
15413,Ivana,Jovanović,Ž,1952-01-09,clan-15413@seds.data,2016-03-06
15414,Nikola,Jovanović,M,1970-11-09,clan-15414@seds.data,2016-03-12
15416,Tamara,Ilić,Ž,1951-09-28,clan-15416@seds.data,2017-02-21
15418,Tamara,Pavlović,Ž,1990-05-25,clan-15418@seds.data,2016-09-30
15419,Marija,Marković,Ž,1960-05-18,clan-15419@seds.data,2017-11-10
15420,Nikola,Ilić,M,1998-11-16,clan-15420@seds.data,2016-08-24
15421,Marija,Jovanović,Ž,1951-12-28,clan-15421@seds.data,2017-01-08
15422,Milan,Stojanović,M,1998-10-07,clan-15422@seds.data,2017-08-10
15423,Marija,Jovanović,Ž,1980-09-10,clan-15423@seds.data,2016-12-13
15424,Jelena,Petrović,Ž,1970-11-02,clan-15424@seds.data,2016-08-11
15425,Jelena,Stojanović,Ž,1990-09-04,clan-15425@seds.data,2016-12-14
15426,Marko,Petrović,M,1980-04-17,clan-15426@seds.data,2017-11-22
15427,Stefan,Ilić,M,1990-05-03,clan-15427@seds.data,2016-06-18
15429,Luka,Nikolić,M,1998-07-15,clan-15429@seds.data,2018-03-24
15430,Marija,Jovanović,Ž,1970-11-15,clan-15430@seds.data,2018-01-30
15431,Aleksandar,Jovanović,M,1999-01-01,clan-15431@seds.data,2016-09-06
15432,Ana,Pavlović,Ž,1970-06-16,clan-15432@seds.data,2017-02-24
15433,Stefan,Ilić,M,1980-03-30,clan-15433@seds.data,2017-02-26
15434,Ivana,Petrović,Ž,1998-03-16,clan-15434@seds.data,2016-10-01
15435,Tamara,Ilić,Ž,1998-10-27,clan-15435@seds.data,2018-02-28
15436,Marija,Jovanović,Ž,1998-04-01,clan-15436@seds.data,2016-10-20
15437,Marija,Jovanović,Ž,1990-07-14,clan-15437@seds.data,2017-06-20
15438,Jelena,Marković,Ž,1998-04-08,clan-15438@seds.data,2017-11-13
15439,Ana,Marković,Ž,1998-08-08,clan-15439@seds.data,2017-09-25
15440,Marija,Stojanović,Ž,1960-05-06,clan-15440@seds.data,2016-05-07
15441,Aleksandar,Petrović,N,1990-07-27,clan-15441@seds.data,2017-09-03
15442,Marko,Petrović,M,1990-02-09,clan-15442@seds.data,2017-04-15
15443,Ivana,Ilić,Ž,1970-03-02,clan-15443@seds.data,2017-11-08
15444,Tamara,Nikolić,Ž,1960-05-21,clan-15444@seds.data,2017-10-13
15445,Ana,Ilić,Ž,1998-08-16,clan-15445@seds.data,2017-09-24
15446,Tamara,Stojanović,Ž,1951-08-20,clan-15446@seds.data,2016-10-03
15447,Stefan,Ilić,M,1998-07-25,clan-15447@seds.data,2017-11-02
15449,Marko,Petrović,M,1998-09-16,clan-15449@seds.data,2018-04-27
15451,Ana,Ilić,N,1998-03-02,clan-15451@seds.data,2017-08-24
15452,Milan,Marković,M,1998-03-28,clan-15452@seds.data,2018-07-05
15454,Milan,Stojanović,N,1951-09-15,clan-15454@seds.data,2016-03-23
15455,Ana,Stojanović,Ž,1998-09-03,clan-15455@seds.data,2017-08-06
15456,Milan,Stojanović,M,1971-01-04,clan-15456@seds.data,2017-09-08
15459,Jelena,Stojanović,Ž,1970-12-10,clan-15459@seds.data,2017-07-10
15460,Tamara,Petrović,Ž,1998-09-11,clan-15460@seds.data,2016-10-04
15461,Luka,Ilić,M,1980-02-14,clan-15461@seds.data,2018-01-12
15462,Milica,Jovanović,N,1960-06-07,clan-15462@seds.data,2016-02-29
15463,Milica,Marković,Ž,1998-09-10,clan-15463@seds.data,2016-03-07
15464,Ana,Marković,Ž,1998-09-01,clan-15464@seds.data,2017-06-21
15465,Tamara,Nikolić,Ž,1998-07-07,clan-15465@seds.data,2018-01-09
15467,Ivana,Stojanović,Ž,1998-07-14,clan-15467@seds.data,2016-10-24
15468,Marija,Ilić,N,1990-05-17,clan-15468@seds.data,2018-03-25
15469,Aleksandar,Stojanović,M,1998-08-30,clan-15469@seds.data,2016-10-04
15470,Nikola,Stojanović,M,1998-06-02,clan-15470@seds.data,2016-05-07
15471,Luka,Nikolić,M,1998-03-18,clan-15471@seds.data,2017-11-02
15472,Ana,Petrović,Ž,1990-07-22,clan-15472@seds.data,2017-03-06
15473,Marija,Marković,Ž,1990-09-01,clan-15473@seds.data,2017-09-17
15474,Milica,Marković,Ž,1980-11-29,clan-15474@seds.data,2018-02-23
15475,Milica,Marković,Ž,1990-11-19,clan-15475@seds.data,2016-01-15
15476,Jelena,Nikolić,Ž,1999-01-04,clan-15476@seds.data,2017-03-08
15478,Nikola,Nikolić,M,1970-11-04,clan-15478@seds.data,2016-05-25
15481,Stefan,Pavlović,M,1951-10-09,clan-15481@seds.data,2016-06-17
15482,Milica,Nikolić,Ž,1998-09-21,clan-15482@seds.data,2017-02-10
15483,Aleksandar,Pavlović,M,1970-05-09,clan-15483@seds.data,2016-03-03
15484,Milan,Ilić,M,1970-11-14,clan-15484@seds.data,2016-04-14
15485,Aleksandar,Jovanović,M,1998-04-02,clan-15485@seds.data,2017-05-05
15486,Marija,Stojanović,Ž,1970-09-03,clan-15486@seds.data,2016-10-20
15487,Marko,Nikolić,M,1998-07-02,clan-15487@seds.data,2016-10-08
15488,Jelena,Pavlović,Ž,1998-03-07,clan-15488@seds.data,2017-11-17
15489,Milan,Nikolić,M,1998-10-17,clan-15489@seds.data,2018-05-14
15490,Milica,Ilić,Ž,1960-04-12,clan-15490@seds.data,2017-11-14
15491,Jelena,Jovanović,Ž,1990-04-20,clan-15491@seds.data,2016-03-21
15492,Tamara,Petrović,Ž,1960-06-12,clan-15492@seds.data,2019-06-10
15493,Milica,Stojanović,Ž,1990-10-19,clan-15493@seds.data,2017-01-24
15494,Milica,Stojanović,Ž,1998-01-20,clan-15494@seds.data,2017-08-19
15495,Ivana,Jovanović,Ž,1960-05-24,clan-15495@seds.data,2016-12-27
15496,Ivana,Ilić,Ž,1980-07-25,clan-15496@seds.data,2017-08-25
15497,Aleksandar,Jovanović,M,1970-03-30,clan-15497@seds.data,2016-01-19
15498,Aleksandar,Stojanović,M,1980-07-02,clan-15498@seds.data,2016-11-08
15499,Tamara,Ilić,Ž,1980-02-24,clan-15499@seds.data,2017-05-24
15500,Jelena,Nikolić,Ž,1998-02-17,clan-15500@seds.data,2017-08-04
15501,Aleksandar,Jovanović,M,1951-09-04,clan-15501@seds.data,2017-08-05
15502,Ivana,Ilić,Ž,1980-05-27,clan-15502@seds.data,2016-12-03
15503,Tamara,Jovanović,Ž,1998-01-06,clan-15503@seds.data,2017-01-23
15505,Tamara,Nikolić,Ž,1951-06-10,clan-15505@seds.data,2016-08-31
15506,Marija,Marković,Ž,1990-05-12,clan-15506@seds.data,2018-01-05
15507,Ana,Stojanović,Ž,1998-10-04,clan-15507@seds.data,2017-06-09
15508,Tamara,Petrović,Ž,1998-01-07,clan-15508@seds.data,2019-07-09
15509,Ana,Marković,Ž,1980-03-21,clan-15509@seds.data,2017-08-17
15510,Tamara,Petrović,Ž,1990-04-08,clan-15510@seds.data,2016-08-28
15511,Nikola,Nikolić,M,1980-11-16,clan-15511@seds.data,2017-10-28
15512,Milan,Nikolić,M,1990-11-05,clan-15512@seds.data,2016-11-25
15513,Marija,Pavlović,Ž,1970-01-15,clan-15513@seds.data,2018-05-09
15514,Marko,Marković,M,1990-03-19,clan-15514@seds.data,2016-10-11
15516,Nikola,Petrović,M,1980-11-22,clan-15516@seds.data,2017-12-25
15517,Jelena,Nikolić,Ž,1960-06-13,clan-15517@seds.data,2017-07-12
15518,Milica,Ilić,Ž,1970-12-28,clan-15518@seds.data,2019-11-18
15519,Tamara,Petrović,Ž,1998-01-29,clan-15519@seds.data,2017-02-26
15520,Luka,Ilić,M,1980-05-06,clan-15520@seds.data,2017-02-13
15521,Tamara,Stojanović,Ž,1998-04-22,clan-15521@seds.data,2016-10-16
15522,Tamara,Stojanović,Ž,1998-11-05,clan-15522@seds.data,2018-07-04
15523,Tamara,Stojanović,Ž,1960-06-26,clan-15523@seds.data,2017-10-12
15524,Milan,Nikolić,M,1980-02-03,clan-15524@seds.data,2017-04-10
15525,Marko,Nikolić,M,1998-08-28,clan-15525@seds.data,2018-02-06
15526,Aleksandar,Stojanović,M,1998-12-02,clan-15526@seds.data,2016-04-18
15527,Ivana,Jovanović,Ž,1990-11-22,clan-15527@seds.data,2017-08-17
15528,Marko,Stojanović,M,1998-06-08,clan-15528@seds.data,2018-02-25
15529,Luka,Ilić,M,1998-06-17,clan-15529@seds.data,2016-02-05
15530,Stefan,Nikolić,M,1990-02-16,clan-15530@seds.data,2016-10-30
15532,Milica,Jovanović,Ž,1990-04-14,clan-15532@seds.data,2017-07-04
15533,Nikola,Nikolić,M,1990-07-23,clan-15533@seds.data,2017-12-11
15534,Milan,Ilić,M,1980-05-04,clan-15534@seds.data,2018-04-08
15535,Ana,Nikolić,Ž,1998-09-12,clan-15535@seds.data,2018-12-08
15536,Ivana,Petrović,Ž,1998-12-19,clan-15536@seds.data,2016-08-18
15537,Marija,Petrović,Ž,1998-07-27,clan-15537@seds.data,2018-05-07
15538,Milica,Nikolić,Ž,1990-05-15,clan-15538@seds.data,2019-01-25
15539,Marija,Nikolić,Ž,1970-06-28,clan-15539@seds.data,2016-11-11
15540,Marija,Marković,Ž,1970-02-13,clan-15540@seds.data,2016-11-21
15541,Ana,Marković,Ž,1990-09-17,clan-15541@seds.data,2017-03-11
15542,Marko,Nikolić,M,1980-10-12,clan-15542@seds.data,2016-07-18
15543,Jelena,Ilić,Ž,1951-11-04,clan-15543@seds.data,2016-04-07
15544,Marko,Marković,M,1998-10-25,clan-15544@seds.data,2016-08-12
15546,Ana,Marković,Ž,1999-01-01,clan-15546@seds.data,2017-01-03
15547,Aleksandar,Nikolić,M,1960-06-22,clan-15547@seds.data,2016-12-31
15548,Milan,Petrović,M,1990-11-19,clan-15548@seds.data,2017-01-15
15549,Stefan,Jovanović,M,1990-10-03,clan-15549@seds.data,2016-06-19
15550,Luka,Stojanović,N,1990-03-30,clan-15550@seds.data,2017-05-24
15551,Marko,Marković,M,1990-06-06,clan-15551@seds.data,2016-09-18
15552,Aleksandar,Marković,M,1998-12-21,clan-15552@seds.data,2018-05-19
15553,Nikola,Petrović,M,1995-06-23,clan-15553@seds.data,2018-04-12
15554,Tamara,Nikolić,Ž,1980-05-09,clan-15554@seds.data,2017-03-21
15555,Ana,Ilić,Ž,1998-03-30,clan-15555@seds.data,2019-01-24
15556,Stefan,Jovanović,M,1981-01-08,clan-15556@seds.data,2017-07-28
15557,Luka,Ilić,M,1970-10-13,clan-15557@seds.data,2017-07-10
15558,Milica,Stojanović,Ž,1998-07-05,clan-15558@seds.data,2016-11-01
15560,Marija,Stojanović,Ž,1980-08-27,clan-15560@seds.data,2016-11-18
15562,Milica,Nikolić,Ž,1970-07-31,clan-15562@seds.data,2016-07-16
15563,Marko,Marković,M,1991-01-01,clan-15563@seds.data,2016-09-15
15564,Milica,Petrović,Ž,1998-10-27,clan-15564@seds.data,2016-02-29
15565,Milica,Stojanović,Ž,1998-11-07,clan-15565@seds.data,2016-04-05
15566,Jelena,Jovanović,Ž,1998-02-20,clan-15566@seds.data,2017-09-23
15567,Aleksandar,Nikolić,M,1998-12-27,clan-15567@seds.data,2018-09-07
15568,Ivana,Pavlović,Ž,1960-08-31,clan-15568@seds.data,2016-10-24
15569,Ana,Pavlović,Ž,1990-01-17,clan-15569@seds.data,2019-06-06
15570,Tamara,Stojanović,Ž,1960-01-26,clan-15570@seds.data,2016-10-15
15571,Stefan,Petrović,M,1998-04-06,clan-15571@seds.data,2016-06-23
15572,Ivana,Jovanović,Ž,1980-10-06,clan-15572@seds.data,2017-07-29
15573,Luka,Stojanović,M,1998-07-14,clan-15573@seds.data,2018-01-23
15575,Ana,Petrović,Ž,1951-11-02,clan-15575@seds.data,2016-09-28
15576,Milica,Nikolić,Ž,1980-02-22,clan-15576@seds.data,2017-10-18
15577,Stefan,Petrović,M,1980-11-15,clan-15577@seds.data,2016-10-28
15578,Milica,Jovanović,Ž,1980-10-03,clan-15578@seds.data,2017-06-12
15580,Marko,Marković,M,1960-07-07,clan-15580@seds.data,2017-03-06
15581,Jelena,Marković,Ž,1998-12-31,clan-15581@seds.data,2017-03-25
15582,Marija,Marković,Ž,1990-01-16,clan-15582@seds.data,2016-02-20
15583,Stefan,Pavlović,M,1980-03-11,clan-15583@seds.data,2016-08-24
15584,Tamara,Nikolić,Ž,1960-04-27,clan-15584@seds.data,2017-12-11
15585,Milica,Ilić,Ž,1980-04-03,clan-15585@seds.data,2016-04-11
15586,Ana,Jovanović,Ž,1960-07-25,clan-15586@seds.data,2017-09-29
15587,Marko,Stojanović,M,1980-12-12,clan-15587@seds.data,2016-06-23
15588,Ana,Pavlović,Ž,1998-07-03,clan-15588@seds.data,2017-03-17
15589,Tamara,Jovanović,Ž,1990-11-11,clan-15589@seds.data,2017-10-22
15590,Jelena,Marković,Ž,1998-02-23,clan-15590@seds.data,2017-05-30
15591,Milan,Petrović,M,1998-03-12,clan-15591@seds.data,2017-02-04
15592,Jelena,Jovanović,Ž,1980-12-04,clan-15592@seds.data,2016-08-09
15594,Tamara,Stojanović,Ž,1980-12-13,clan-15594@seds.data,2017-06-02
15596,Ana,Marković,Ž,1998-07-07,clan-15596@seds.data,2016-05-21
15597,Jelena,Nikolić,Ž,1960-11-07,clan-15597@seds.data,2016-03-24
15598,Tamara,Pavlović,Ž,1998-11-16,clan-15598@seds.data,2017-06-07
15599,Jelena,Jovanović,Ž,1980-05-04,clan-15599@seds.data,2016-04-18
15600,Ana,Jovanović,N,1998-10-02,clan-15600@seds.data,2017-03-03
15601,Tamara,Stojanović,Ž,1998-11-03,clan-15601@seds.data,2016-10-07
15602,Ana,Petrović,Ž,1998-08-14,clan-15602@seds.data,2017-10-29
15603,Tamara,Jovanović,Ž,1998-03-02,clan-15603@seds.data,2017-01-14
15604,Marija,Ilić,Ž,1990-06-07,clan-15604@seds.data,2017-01-09
15605,Milica,Stojanović,Ž,1990-11-05,clan-15605@seds.data,2017-02-19
15606,Milica,Jovanović,Ž,1990-05-13,clan-15606@seds.data,2016-04-24
15607,Ana,Pavlović,Ž,1960-02-10,clan-15607@seds.data,2017-05-28
15609,Marija,Pavlović,Ž,1980-04-05,clan-15609@seds.data,2017-06-10
15610,Aleksandar,Nikolić,M,1960-06-05,clan-15610@seds.data,2017-02-07
15611,Ana,Jovanović,Ž,1960-12-25,clan-15611@seds.data,2017-04-29
15612,Jelena,Ilić,Ž,1998-08-01,clan-15612@seds.data,2017-12-14
15613,Marija,Jovanović,Ž,1970-02-23,clan-15613@seds.data,2018-02-14
15614,Ivana,Stojanović,Ž,1990-11-11,clan-15614@seds.data,2016-04-10
15616,Luka,Ilić,M,1951-10-22,clan-15616@seds.data,2016-03-13
15617,Milan,Marković,M,1960-06-08,clan-15617@seds.data,2018-02-21
15618,Milan,Nikolić,M,1990-06-16,clan-15618@seds.data,2017-06-05
15619,Ivana,Petrović,Ž,1960-02-16,clan-15619@seds.data,2016-03-02
15620,Milica,Petrović,Ž,1998-11-05,clan-15620@seds.data,2016-05-09
15621,Milica,Petrović,Ž,1990-11-05,clan-15621@seds.data,2016-03-04
15623,Luka,Petrović,M,1998-10-24,clan-15623@seds.data,2017-01-22
15624,Marko,Marković,M,1998-11-03,clan-15624@seds.data,2016-07-17
15626,Marija,Ilić,Ž,1970-05-20,clan-15626@seds.data,2018-01-05
15627,Milan,Pavlović,M,1998-08-24,clan-15627@seds.data,2017-02-25
15628,Ana,Petrović,Ž,1998-05-12,clan-15628@seds.data,2016-09-10
15629,Ana,Stojanović,Ž,1998-11-25,clan-15629@seds.data,2016-07-18
15630,Ivana,Marković,Ž,1960-11-03,clan-15630@seds.data,2018-02-27
15631,Marko,Ilić,M,1970-08-04,clan-15631@seds.data,2017-06-06
15632,Ana,Ilić,Ž,1998-02-14,clan-15632@seds.data,2017-05-26
15633,Milan,Stojanović,M,1960-05-09,clan-15633@seds.data,2016-09-25
15634,Marko,Ilić,M,1998-06-16,clan-15634@seds.data,2016-06-25
15635,Jelena,Nikolić,Ž,1990-11-16,clan-15635@seds.data,2017-07-24
15636,Luka,Marković,M,1998-05-09,clan-15636@seds.data,2018-03-19
15637,Marija,Nikolić,Ž,1998-02-05,clan-15637@seds.data,2017-06-22
15638,Stefan,Marković,M,1998-02-02,clan-15638@seds.data,2017-06-24
15639,Tamara,Nikolić,Ž,1960-06-02,clan-15639@seds.data,2017-08-18
15640,Nikola,Stojanović,M,1990-04-19,clan-15640@seds.data,2017-08-04
